SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
268,12.288,24,10,protocol,7.5,670,6212,9.27164,1306,1175,0.899694,0.80213,0.668683,0.508238,0.378688,0.314277,0.267022,0.267022,0.267022,0.267022,0.0792931
269,10.24,20,10,protocol,7.5,670,5893,8.79552,1410,1227,0.870213,0.78364,0.650293,0.477985,0.35726,0.297221,0.254799,0.254799,0.254799,0.254799,0.0792714
270,9.728,19,10,protocol,7.5,670,5938,8.86269,1407,1190,0.845771,0.765687,0.645193,0.480039,0.357023,0.300051,0.256645,0.256645,0.256645,0.256645,0.0791914
271,10.24,20,10,protocol,7.5,670,5735,8.5597,1262,1068,0.846276,0.760752,0.632673,0.463318,0.343537,0.288655,0.246879,0.246879,0.246879,0.246879,0.0793047
272,8.192,16,10,protocol,7.5,670,6186,9.23284,1189,1062,0.893188,0.801922,0.670277,0.497985,0.371019,0.310667,0.265141,0.265141,0.265141,0.265141,0.0792781
273,9.728,19,10,protocol,7.5,670,6125,9.14179,1289,1110,0.861133,0.770945,0.670613,0.492471,0.366635,0.308192,0.262032,0.262032,0.262032,0.262032,0.0793455
274,10.24,20,10,protocol,7.5,670,5840,8.71642,1243,987,0.794047,0.742302,0.637695,0.470446,0.351151,0.292117,0.249605,0.249605,0.249605,0.249605,0.0793206
275,9.728,19,10,protocol,7.5,670,5794,8.64776,1226,1007,0.82137,0.719614,0.623156,0.46636,0.349626,0.289801,0.247543,0.247543,0.247543,0.247543,0.0793551
276,9.728,19,10,protocol,7.5,670,5819,8.68507,1247,1034,0.82919,0.736806,0.6265,0.462278,0.351304,0.289618,0.246986,0.246986,0.246986,0.246986,0.0793803
277,8.192,16,10,protocol,7.5,670,6173,9.21343,1255,1051,0.83745,0.76081,0.656568,0.488398,0.374643,0.307773,0.262424,0.262424,0.262424,0.262424,0.0794049
278,8.192,16,10,protocol,7.5,670,6181,9.22537,1226,1023,0.834421,0.774664,0.65801,0.487256,0.3765,0.307666,0.262151,0.262151,0.262151,0.262151,0.0793582
279,8.192,16,10,protocol,7.5,670,6143,9.16866,1192,1027,0.861577,0.763895,0.657047,0.479706,0.375374,0.306292,0.259922,0.259922,0.259922,0.259922,0.0793674
280,8.192,16,10,protocol,7.5,670,6052,9.03284,1153,1004,0.870772,0.759837,0.645994,0.465756,0.365768,0.300945,0.255758,0.255758,0.255758,0.255758,0.079299
281,11.264,22,10,protocol,7.5,670,6204,9.2597,1169,1015,0.868263,0.774065,0.655144,0.479297,0.371809,0.307281,0.261894,0.261894,0.261894,0.261894,0.0793867
282,13.312,26,10,protocol,7.5,670,6125,9.14179,1158,975,0.841969,0.769267,0.638373,0.475987,0.36454,0.298737,0.25718,0.25718,0.25718,0.25718,0.0793822
283,11.776,23,10,protocol,7.5,670,5869,8.7597,1160,966,0.832759,0.733237,0.607769,0.453497,0.347958,0.285374,0.246059,0.246059,0.246059,0.246059,0.0794039
284,12.288,24,10,protocol,7.5,670,5656,8.44179,1096,885,0.807482,0.715836,0.584882,0.432583,0.332413,0.273158,0.236663,0.236663,0.236663,0.236663,0.0793711
285,15.872,31,10,protocol,7.5,670,6069,9.05821,1044,898,0.860153,0.764113,0.62863,0.459679,0.357969,0.292736,0.252875,0.252875,0.252875,0.252875,0.0794117
286,14.848,29,10,protocol,7.5,670,6026,8.99403,1128,983,0.871454,0.763012,0.625885,0.460286,0.358541,0.29027,0.249845,0.249845,0.249845,0.249845,0.0794449
287,9.216,18,10,protocol,7.5,670,5973,8.91493,1168,985,0.843322,0.747404,0.61217,0.44942,0.35339,0.288036,0.248079,0.248079,0.248079,0.248079,0.0794677
288,8.192,16,10,protocol,7.5,670,6174,9.21493,1171,997,0.851409,0.744334,0.626043,0.461919,0.361772,0.297915,0.25614,0.25614,0.25614,0.25614,0.0794112
289,11.776,23,10,protocol,7.5,670,5833,8.70597,1131,929,0.821397,0.726952,0.60014,0.436975,0.341371,0.28073,0.240338,0.240338,0.240338,0.240338,0.0794156
290,12.288,24,10,protocol,7.5,670,5821,8.68806,1172,977,0.833618,0.726656,0.593494,0.434919,0.339575,0.281602,0.239725,0.239725,0.239725,0.239725,0.0793495
291,10.24,20,10,protocol,7.5,670,6143,9.16866,1172,988,0.843003,0.740924,0.621074,0.462809,0.358318,0.298392,0.253487,0.253487,0.253487,0.253487,0.0793945
292,12.8,25,10,protocol,7.5,670,5815,8.6791,1048,859,0.819656,0.693987,0.586127,0.43886,0.342139,0.279998,0.240627,0.240627,0.240627,0.240627,0.0793469
293,11.776,23,10,protocol,7.5,670,6103,9.10896,1046,916,0.875717,0.750398,0.623151,0.458861,0.360357,0.294035,0.25289,0.25289,0.25289,0.25289,0.0793476
294,11.264,22,10,protocol,7.5,670,6098,9.10149,1156,974,0.842561,0.736239,0.629617,0.463595,0.358664,0.294561,0.254052,0.254052,0.254052,0.254052,0.0792778
295,11.264,22,10,protocol,7.5,670,6171,9.21045,1063,872,0.82032,0.729519,0.644905,0.475363,0.361978,0.29714,0.257845,0.257845,0.257845,0.257845,0.0792781
296,8.704,17,10,protocol,7.5,670,6298,9.4,1006,856,0.850895,0.763536,0.656335,0.493296,0.369081,0.305996,0.2649,0.2649,0.2649,0.2649,0.0793025
297,11.264,22,10,protocol,7.5,670,6367,9.50299,1186,1012,0.853288,0.766859,0.6673,0.495362,0.374551,0.309619,0.267769,0.267769,0.267769,0.267769,0.0793503
298,13.824,27,10,protocol,7.5,670,6166,9.20299,1261,1055,0.836638,0.758751,0.649106,0.480244,0.364809,0.298596,0.25973,0.25973,0.25973,0.25973,0.0793473
299,13.312,26,10,protocol,7.5,670,5840,8.71642,1215,1003,0.825514,0.717811,0.618232,0.462404,0.349533,0.281229,0.247269,0.247269,0.247269,0.247269,0.0793986
300,13.312,26,10,protocol,7.5,670,6025,8.99254,1224,1019,0.832516,0.746691,0.626867,0.478613,0.359508,0.294075,0.254262,0.254262,0.254262,0.254262,0.0793841
