SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
257,3.072,6,10,protocol,7.5,2030,29144,14.3567,9512,5920,0.622372,0.498753,0.389431,0.276969,0.21136,0.173065,0.149018,0.149018,0.149018,0.149018,6.89031
258,2.048,4,10,protocol,7.5,2030,27408,13.5015,9441,5709,0.604703,0.470627,0.367304,0.261093,0.199605,0.162967,0.140304,0.140304,0.140304,0.140304,6.86338
259,2.56,5,10,protocol,7.5,2030,25380,12.5025,9537,5571,0.584146,0.449804,0.341943,0.243043,0.184304,0.151773,0.130116,0.130116,0.130116,0.130116,6.83685
260,2.048,4,10,protocol,7.5,2030,28311,13.9463,9372,5924,0.632096,0.496697,0.381836,0.271618,0.20566,0.170068,0.145475,0.145475,0.145475,0.145475,6.80979
261,2.048,4,10,protocol,7.5,2030,27564,13.5783,9471,5891,0.622004,0.480485,0.372725,0.264939,0.200584,0.166245,0.141922,0.141922,0.141922,0.141922,6.78265
262,3.584,7,10,protocol,7.5,2030,27861,13.7246,9341,5919,0.633658,0.486915,0.377597,0.268881,0.203871,0.168355,0.143816,0.143816,0.143816,0.143816,6.75615
263,2.56,5,10,protocol,7.5,2030,29735,14.6478,9584,6329,0.660371,0.521685,0.406283,0.287699,0.218894,0.179932,0.153645,0.153645,0.153645,0.153645,6.72929
264,2.048,4,10,protocol,7.5,2030,28695,14.1355,9644,6222,0.645168,0.508824,0.395928,0.277598,0.211843,0.173706,0.14848,0.14848,0.14848,0.14848,6.70307
265,2.56,5,10,protocol,7.5,2030,29769,14.6645,9777,6354,0.649893,0.521979,0.40685,0.289158,0.220379,0.180416,0.154527,0.154527,0.154527,0.154527,6.67685
266,2.048,4,10,protocol,7.5,2030,30918,15.2305,9787,6441,0.658118,0.529292,0.417587,0.300398,0.229388,0.187495,0.160838,0.160838,0.160838,0.160838,6.65066
267,2.048,4,10,protocol,7.5,2030,29248,14.4079,9846,6224,0.632135,0.504749,0.400536,0.284782,0.21748,0.177872,0.152429,0.152429,0.152429,0.152429,6.62537
268,6.656,13,10,protocol,7.5,2030,30966,15.2542,9887,6713,0.678972,0.532269,0.4194,0.30168,0.23078,0.188773,0.161502,0.161502,0.161502,0.161502,6.59943
269,5.632,11,10,protocol,7.5,2030,30413,14.9818,9797,6549,0.66847,0.528674,0.415317,0.297202,0.226527,0.18545,0.158607,0.158607,0.158607,0.158607,6.57362
270,3.072,6,10,protocol,7.5,2030,29227,14.3975,9829,6324,0.643402,0.51164,0.401389,0.286157,0.217429,0.177759,0.152265,0.152265,0.152265,0.152265,6.54877
271,0,0,10,protocol,7.5,2030,25542,12.5823,9701,5747,0.592413,0.466675,0.358529,0.251114,0.190139,0.155353,0.132985,0.132985,0.132985,0.132985,6.52374
272,0.512,1,10,protocol,7.5,2030,31650,15.5911,9492,6484,0.683102,0.548625,0.434882,0.311121,0.235602,0.192508,0.164511,0.164511,0.164511,0.164511,0.000128639
273,0,0,10,protocol,7.5,2030,25506,12.5645,9262,5377,0.580544,0.464847,0.357245,0.251185,0.189814,0.155114,0.132506,0.132506,0.132506,0.132506,0.000247602
274,2.56,5,10,protocol,7.5,2030,28508,14.0433,9039,5759,0.637128,0.512368,0.395849,0.281434,0.212386,0.173527,0.148064,0.148064,0.148064,0.148064,0.000319861
275,0,0,10,protocol,7.5,2030,25700,12.6601,9148,5557,0.607455,0.480171,0.361441,0.253336,0.191858,0.156653,0.133448,0.133448,0.133448,0.133448,0.000523244
276,0,0,10,protocol,7.5,2030,27769,13.6793,9288,5832,0.627907,0.511335,0.389497,0.274089,0.206738,0.169151,0.14419,0.14419,0.14419,0.14419,0.000756549
277,0,0,10,protocol,7.5,2030,26082,12.8483,9317,5650,0.606418,0.488615,0.368253,0.257747,0.194279,0.158493,0.135659,0.135659,0.135659,0.135659,0.000842216
278,0,0,10,protocol,7.5,2030,28650,14.1133,9176,5985,0.652245,0.521751,0.402137,0.283078,0.213409,0.173812,0.149102,0.149102,0.149102,0.149102,0.000937884
279,0,0,10,protocol,7.5,2030,26863,13.233,9059,5641,0.622696,0.504033,0.379383,0.266048,0.199966,0.163029,0.139802,0.139802,0.139802,0.139802,0.00104614
280,0,0,10,protocol,7.5,2030,25879,12.7483,9391,5486,0.584176,0.477021,0.362353,0.257012,0.192345,0.157189,0.134958,0.134958,0.134958,0.134958,0.00105051
281,0,0,10,protocol,7.5,2030,27473,13.5335,9064,5556,0.612974,0.497993,0.383051,0.272526,0.204392,0.167428,0.143372,0.143372,0.143372,0.143372,0.00105449
282,0,0,10,protocol,7.5,2030,26401,13.0054,8794,5369,0.61053,0.492419,0.370953,0.261903,0.196817,0.161418,0.137896,0.137896,0.137896,0.137896,0.000982922
283,2.048,4,10,protocol,7.5,2030,27678,13.6345,8751,5460,0.623929,0.49875,0.384418,0.275321,0.206907,0.169638,0.144588,0.144588,0.144588,0.144588,0.00105733
284,0,0,10,protocol,7.5,2030,22655,11.1601,8724,4583,0.525332,0.423493,0.318366,0.224819,0.169808,0.138671,0.118713,0.118713,0.118713,0.118713,0.000989857
285,0.512,1,10,protocol,7.5,2030,25789,12.7039,8926,5066,0.567555,0.46389,0.357711,0.254694,0.193679,0.157769,0.135753,0.135753,0.135753,0.135753,0.000840703
286,3.584,7,10,protocol,7.5,2030,25543,12.5828,8856,5179,0.584801,0.464287,0.35717,0.253594,0.192393,0.15657,0.134913,0.134913,0.134913,0.134913,0.000855237
287,3.072,6,10,protocol,7.5,2030,27049,13.3246,9138,5642,0.617422,0.488592,0.377963,0.269638,0.203949,0.166041,0.14326,0.14326,0.14326,0.14326,0.000866583
288,2.048,4,10,protocol,7.5,2030,25393,12.5089,9205,5272,0.572732,0.461367,0.358067,0.253656,0.191329,0.156449,0.134702,0.134702,0.134702,0.134702,0.000875271
289,1.536,3,10,protocol,7.5,2030,28261,13.9217,9224,5666,0.614267,0.509838,0.397471,0.283053,0.213581,0.174626,0.149892,0.149892,0.149892,0.149892,0.000875876
290,0,0,10,protocol,7.5,2030,24819,12.2261,9402,5257,0.559136,0.457185,0.354452,0.249206,0.188027,0.153743,0.131682,0.131682,0.131682,0.131682,0.000849625
291,1.024,2,10,protocol,7.5,2030,23439,11.5463,9467,5135,0.54241,0.440387,0.335082,0.23722,0.178102,0.145423,0.124624,0.124624,0.124624,0.124624,0.000767833
292,0.512,1,10,protocol,7.5,2030,24592,12.1143,9366,5373,0.573671,0.46631,0.353395,0.251736,0.187319,0.152765,0.130883,0.130883,0.130883,0.130883,0.00080717
293,3.072,6,10,protocol,7.5,2030,26245,12.9286,9168,5602,0.611038,0.489358,0.377645,0.269901,0.199849,0.162538,0.139863,0.139863,0.139863,0.139863,0.00089471
294,0.512,1,10,protocol,7.5,2030,26100,12.8571,9034,5432,0.601284,0.482237,0.376551,0.268795,0.199566,0.161989,0.139357,0.139357,0.139357,0.139357,0.000947881
295,2.56,5,10,protocol,7.5,2030,26358,12.9842,8946,5431,0.607087,0.487435,0.380465,0.27163,0.201994,0.163915,0.140827,0.140827,0.140827,0.140827,0.00111237
296,3.072,6,10,protocol,7.5,2030,27086,13.3429,8625,5420,0.628406,0.501655,0.388989,0.279144,0.207949,0.168879,0.144595,0.144595,0.144595,0.144595,0.00124964
297,3.072,6,10,protocol,7.5,2030,26752,13.1783,8268,5139,0.621553,0.50131,0.386133,0.275621,0.205834,0.167044,0.142694,0.142694,0.142694,0.142694,0.0012352
298,1.024,2,10,protocol,7.5,2030,27896,13.7419,8203,5338,0.650738,0.529558,0.406064,0.287033,0.215126,0.174131,0.148792,0.148792,0.148792,0.148792,0.00134098
299,2.048,4,10,protocol,7.5,2030,30016,14.7862,8041,5414,0.673299,0.549099,0.434252,0.309441,0.23148,0.187483,0.16028,0.16028,0.16028,0.16028,0.00143246
300,3.072,6,10,protocol,7.5,2030,28190,13.8867,7966,5118,0.642481,0.523063,0.412132,0.291395,0.217299,0.176527,0.150646,0.150646,0.150646,0.150646,0.00155153
